tribe,address,user name,display name,profile image,eliminated day
red,0xb393A72280b962E6949f98Df02F4F209D4a65991,JoeyIny,Joey Iny,https://pbs.twimg.com/profile_images/1484227992830152706/vG9X3dyd_normal.png,
purple,0xcf03B0F43F7C0578366C58d5277f0512297a71bE,delitzer,Dan Elitzer,https://pbs.twimg.com/profile_images/1524902125184069633/omB5BXec_normal.jpg,
white,0xE49BAA498E03Bd37ddd9a3c4Cc02a85809954B70,jordihays,Jordi Hays,https://pbs.twimg.com/profile_images/1708913602177200128/S0fSiG3o_normal.jpg,
green,0xC06C7C6ec618DE992d597D8e347669EA44eDe2bc,enso_collective,ensō,https://pbs.twimg.com/profile_images/1688534877631655936/AttwoLBl_normal.jpg,
red,0xd165EcDE7e7825923c8A53CC0ce8f0D75E200dD0,F4ntast1cMrF0x,Mr. Fox 🦊,https://pbs.twimg.com/profile_images/1671289271720763395/-jbIdHox_normal.jpg,
white,0xF4535370D689108815BB0618E7ae11de0e339fcA,jayhinz,Jay,https://pbs.twimg.com/profile_images/1485828133345447939/yl_WQIa1_normal.png,
orange,0x82cD1b0fAA449D0562bB32072dc1E5BE9C509c1D,TalkToTheLocals,Fede,https://pbs.twimg.com/profile_images/1512067374110806021/CQHTeoBZ_normal.jpg,
gold,0x7558B9A644CcD3C815F7b717213Dff0B0a9b0f98,BobbyThakkar,Bobby Thakkar,https://pbs.twimg.com/profile_images/1737318162033500160/MNQcpSw9_normal.jpg,
orange,0x20ff7e19c8Ff23109EB1661Df3b3c4f36DDAdF1F,herinkc,herin.eth 🫡,https://pbs.twimg.com/profile_images/1595281951086084096/rOrwayl__normal.jpg,
blue,0x8129c94d2F2b18Fa4b63bD0A3B64EdE4823374AE,IdeaMikk,"mikk (📎,📎)",https://pbs.twimg.com/profile_images/1542082504135528449/-yhCCjsH_normal.jpg,
pink,0x969795b513895365160Bc18F0861760adD9dc3ee,ProdigyNelson,derek.eth,https://pbs.twimg.com/profile_images/1565066595851976707/lq_Og7fy_normal.jpg,
orange,0x32439F6dc6f8A52ebf7a766201B4db9d4fceee0a,it_me_kat,❀ kat ❀,https://pbs.twimg.com/profile_images/1749434920345231360/74j3wsV7_normal.jpg,
orange,0x0cb27e883E207905AD2A94F9B6eF0C7A99223C37,seanwbren,seanwbren.eth,https://pbs.twimg.com/profile_images/1605301917898313728/2YqgFGx0_normal.jpg,
silver,0x61F1E76b1306F4aF64fd6899467f33DB31653AFa,Calm_Sensei,Sensei,https://pbs.twimg.com/profile_images/1658405419683835905/BwTiqiTf_normal.jpg,
red,0x2350125eaFFFc1fd94123410deCF398DAd66d30f,johnsterlacci,sterlacci.eth,https://pbs.twimg.com/profile_images/1521210271355838467/_jD8E7-f_normal.jpg,
blue,0x23eE807D75Ec35578346B132b98d6B836698E676,fededaffina,Federico,https://pbs.twimg.com/profile_images/1484015508672372736/Vc9_Y5FN_normal.jpg,
pink,0x7705d8798a8F2069c966C85ede7588c4C9340349,0xVEER,VΞΞR,https://pbs.twimg.com/profile_images/1497325306071425029/dXdhhx-4_normal.png,
silver,0xF1Eb7EA5fcb862Fb4dBDEEe8dDF758E8C549DE6c,_yangyou,yang you,https://pbs.twimg.com/profile_images/1498164452838952961/IUC9CJm2_normal.jpg,
green,0x6E6846E85a737E3a79c754BbD3Eb57aEf14ca60A,Jake_Nyquist,Jake Nyquist,https://pbs.twimg.com/profile_images/1487905949952221192/DLZaA67l_normal.jpg,
blue,0x7ff46AeE08428aF2F40c9Ff50dd6090B8aa26b55,bnj,Ben South,https://pbs.twimg.com/profile_images/1711910380086427648/KvHpDhCq_normal.jpg,
gold,0xBe260B86e2eE35A406F9154107f242882aB00aEe,nickbytes,nickbytes,https://pbs.twimg.com/profile_images/1732478354430062592/_9B0Ish1_normal.jpg,
orange,0xf00408DDcAf624129cC0D08AA122A7ABE1f2EF31,alexkayaian,alex,https://pbs.twimg.com/profile_images/1090147885230960640/Egp2d0zt_normal.jpg,
yellow,0x84dcCfB3F3e044229fa00e216E2829725579D97f,cry_curr_ar,arata | CryptoTimes,https://pbs.twimg.com/profile_images/1736998400179200000/j-pv0Br0_normal.jpg,
blue,0x8351e2cE1Fc2DE82d4a1e8D31b2dA33127E55737,turbahn,Itai | dynamic.xyz,https://pbs.twimg.com/profile_images/1521766392311128070/SXIDLWUQ_normal.jpg,
blue,0x2ff7a0b4C7742949d15f6E479842Dd9383B18140,peacewarrior___,peacewarrior,https://pbs.twimg.com/profile_images/1744779545146687488/f87XpvSB_normal.jpg,
yellow,0x28a69640810FcDcF6Adb7119edD64eeD4612Fa49,yb_effect,Yash Bora,https://pbs.twimg.com/profile_images/1536483903774531586/KHNPU1AN_normal.jpg,
pink,0x00063dDB30be7Bc2292583D5f143E9d6E6228440,binji_x,binji 🔴,https://pbs.twimg.com/profile_images/1743862437974290432/P4hxLmkZ_normal.jpg,
gold,0xFE35e15bE885750D9b2363cbB6aBDd57AC9C4c40,gtmcknight,taylor.perkshop.eth,https://pbs.twimg.com/profile_images/1730263725716717568/4qdlcNSU_normal.png,
silver,0xcf88FA6eE6D111b04bE9b06ef6fAD6bD6691B88c,JordanLyall,Jordan Lyall,https://pbs.twimg.com/profile_images/1741888211734126592/G3B97WcF_normal.jpg,
orange,0x0B09CBa314b3983B3a1B2f3f3224fF169E491B4a,FigBonner,Fig Bonner,https://pbs.twimg.com/profile_images/1653497104801882112/SIyFt25O_normal.jpg,
gold,0x8F9A99eEfe3A4Ba77dD3A4367a541fa5b526C42c,PelosiTracker_,Nancy Pelosi Stock Tracker ♟,https://pbs.twimg.com/profile_images/1540038746149572608/3DXTyIR6_normal.jpg,
silver,0x3E66aD45676A57857B2D4c5A6752CbB415Bb6Ecb,iBrent_Upptic,Ian Brent,https://pbs.twimg.com/profile_images/1601338726776332288/kAhUPdpC_normal.jpg,
green,0x4c60DE9Cd43Ed18a01229a9F8C64fE4ea63be748,DevinLewtan,Devin Lewtan,https://pbs.twimg.com/profile_images/1617587310471544834/OcyFh98V_normal.jpg,
silver,0x089FCE8bE711CABc806d69B1d0d5aebd52A06455,4484,Rani,https://pbs.twimg.com/profile_images/1706365916148273154/IYeeeBB5_normal.png,
orange,0xc5838aC75174bF18B79D758439C7573116a90803,ChrisVolpe12,Chris Volpe,https://pbs.twimg.com/profile_images/1752508665532203008/oqCyIrkf_normal.jpg,
purple,0xE340b00B6B622C136fFA5CFf130eC8edCdDCb39D,m1guelpf,Miguel Piedrafita ✨,https://pbs.twimg.com/profile_images/1598093874173562882/frDMKaTv_normal.jpg,
purple,0x8a90E9DECb493fD5521c4A8aDb6Dc385D14Ca8Ff,vrjar_,vrjar.eth / .lens🦇🔊🌱🇺🇦,https://pbs.twimg.com/profile_images/1622593061459992576/qTxOpKyb_normal.jpg,
green,0xf6B6F07862A02C85628B3A9688beae07fEA9C863,worthalter,worthalter 🦇🔊,https://pbs.twimg.com/profile_images/1544690687714672640/3TxH8_vW_normal.jpg,
white,0x794ceC5ee2659859050D29d858CF46191649E1fa,ItsTayyab,tayyab.eth,https://pbs.twimg.com/profile_images/1600391813147381761/-5oWMdnJ_normal.jpg,
pink,0xd3E7c6fBf2Dcb17b97736649F6883C6F73cD0621,zynbrah,"TRADFI INTERN (50, bn)",https://pbs.twimg.com/profile_images/1736893320624812032/Bc9b0G2C_normal.jpg,
pink,0x91212de083d29342F670FB69Ffa68176369e3B20,camchis_,Cameron,https://pbs.twimg.com/profile_images/1427410454658289664/6XRgVlkq_normal.jpg,
pink,0x82Fe8C393d063cB23631Dbc8216d4aDF941adC9e,cherdougie,Cheryl Douglass,https://pbs.twimg.com/profile_images/1744855013976121344/rncINNUg_normal.jpg,
silver,0x3FE61420C33b0E41DDd763adaAeB0b638E78b768,poof_eth,poof👹,https://pbs.twimg.com/profile_images/1678210025028833281/UOUBJp02_normal.jpg,
blue,0xd76fF76AC8019C99237BDE08d7c39DAb5481Bed2,0xbasil,basil,https://pbs.twimg.com/profile_images/1584923462895812608/uzTh7RQ3_normal.jpg,
red,0x6348547603aA1BE98D85Fad3847e82fDaF7Aa86C,yiryan,Ryan Y Yi,https://pbs.twimg.com/profile_images/1620536072890359809/MPp0I-wo_normal.jpg,
white,0x99E48f65f57b7b4C6f253eFfC5429192F091421C,willthomson__,Will Thomson,https://pbs.twimg.com/profile_images/1613978286551609344/5mU9ZcRu_normal.jpg,
silver,0x74B78e98093F5B522A7eBDAc3B994641cA7c2b20,jordanmessina,Jordan Messina (ctrlc.eth),https://pbs.twimg.com/profile_images/1655613340058636288/yikGAALh_normal.jpg,
gold,0xFc4e51A187bF53EC6E21d0b4516a0e6437e8d73B,josephpalbanese,jpa,https://pbs.twimg.com/profile_images/1600277684764004352/KMu7iUoI_normal.jpg,
blue,0x9544A9249D8FC6B28FaF211f5E616aaF8Ac13E62,0xAlcibiades,Alcibiades,https://pbs.twimg.com/profile_images/1588363251099779072/BW5i9gjG_normal.jpg,
silver,0x3f51110b36fE8e14FAF9FfC9F4dF7794FD9C3326,TILuigi,Luigi,https://pbs.twimg.com/profile_images/1723066399277686784/IbFy0MCk_normal.jpg,
blue,0xe462F369C59C69Bb4fecbb8cC0D68ACF96b09203,BelenC96472,Belen Cohn,https://pbs.twimg.com/profile_images/1739321537054871552/y2Z1gCi5_normal.jpg,
green,0xA36A06EA7c7eE04e6d2c7fcF5661B079EC0Ae4a7,dougfeagin,Doug,https://pbs.twimg.com/profile_images/1513258937243549706/jDQUpEaU_normal.jpg,
purple,0x44c2A80F8b924858DB469A5b35128908E55C531F,Kevvvbot,Kevbot,https://pbs.twimg.com/profile_images/1561549356091817986/w71wUTTm_normal.jpg,
gold,0x6A8eBc5a614aA723eB737B47cdC503422B9d3cdF,rubytaub,RubyG,https://pbs.twimg.com/profile_images/1689731468656799744/d4An03YL_normal.jpg,
blue,0xe6c117C6Fbe0fF54c6A555dB2A9af6bc11c58be7,johngranjovi,Jonathan Grana,https://pbs.twimg.com/profile_images/791292566880804864/oIrZwosw_normal.jpg,
orange,0x74b4aF0bc073e88a0A09F7e015480d7069D2fAf6,Stockeyyy,Stockeyyy,https://pbs.twimg.com/profile_images/1752479519632392192/dhdhLdMR_normal.jpg,
yellow,0xA776Ee8a027A410AA3b1EA189Ca3B588F5e0f3A4,rajparekh_,Raj Parekh,https://pbs.twimg.com/profile_images/1536164662403772417/-rTlzMio_normal.jpg,
blue,0x5fC3aFaeeF0fF1149cee3bd80C1B20DE629dF880,0xm1k4,M1K4,https://pbs.twimg.com/profile_images/1720988596113440768/TNzNTMzB_normal.png,
gold,0x2DE6FdBE0f9d32C2e11c04E16B51EAF3527D05E5,SharkFragile,fragileshark.eth,https://pbs.twimg.com/profile_images/1646903385675661317/U7uZircz_normal.png,
red,0x5429Bc13a10fAeB468455288678288c3185F3748,sumeet724,Sumeet Singh,https://pbs.twimg.com/profile_images/1607786156120236032/6vDxZkMx_normal.jpg,
purple,0x7e5cE10826eE167de897D262fCC9976F609ECd2B,evgeth_,evgeny.eth ⧗,https://pbs.twimg.com/profile_images/1590715131452858370/7Q8lbqYS_normal.png,
pink,0x93f9d2639bdc045b746DEE32fDD4E1DFE12AC64c,shayonsengupta,shayon,https://pbs.twimg.com/profile_images/1504950703558742017/JJEaoynd_normal.jpg,
purple,0x141Edb16C70307Cf2F0f04aF2dDa75423a0E1bEa,bdguan,br1an.eth,https://pbs.twimg.com/profile_images/1453072677388767233/0gMP9Dwk_normal.jpg,
orange,0xD7d8CD5b871fED2BCD9CeA31cFAeEC93702C0498,peace_node,peacenode.eth,https://pbs.twimg.com/profile_images/1751993688220110848/ZE7w3Jmu_normal.jpg,
green,0x139D2fED7122Ca82Ad2c6c45Abd65dDEC92e7519,MLescrauwaet,Michiel Lescrauwaet,https://pbs.twimg.com/profile_images/1444350505770266628/xGanPPmo_normal.jpg,
blue,0x28B4DE9c45AF6cb1A5a46c19909108f2BB74a2BE,katiewav,katie,https://pbs.twimg.com/profile_images/1590171109575401473/w0K2UMaX_normal.jpg,
orange,0x01b7baA7baA864fEF3CD1C7bc118Cc97cEdCB33f,gaby_goldberg,Gaby Goldberg,https://pbs.twimg.com/profile_images/1607892756571238402/o6yI_kff_normal.jpg,
blue,0x9B7ec5D797210CDCd2716bd873A6965CA2133bEf,simonbuilds,Simon Chamorro,https://pbs.twimg.com/profile_images/1671865070249209856/YBTEO09Q_normal.jpg,
orange,0xAf98Bb4bCeD00A17fFE020499C342CFC3511Fb10,JustinCBram,Justin Bram,https://pbs.twimg.com/profile_images/1435451365925560323/TPADaAd8_normal.jpg,
silver,0xa992332EB15eCc84E53D05830fd3aC5B49e400E9,BenjaminLa84014,Benjamin Lambert,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,
yellow,0x6Dc43be93a8b5Fd37dC16f24872BaBc6dA5E5e3E,blockchainjames,James.eth 🔥_🔥,https://pbs.twimg.com/profile_images/1236225920589062144/JZoUlTCP_normal.jpg,
gold,0x6EabC3c758c41b57071Fb930F0f3E5234A46ebE9,ajh3_,Adam Hardej,https://pbs.twimg.com/profile_images/1691496712739627015/Lbdh6K0o_normal.jpg,
red,0x3F1A421b47c5a9ec1025475a3Fd3e99cE20616A2,magdalenakala,❤️‍🔥👑 mags.eth ⬇️⬇️📍miami,https://pbs.twimg.com/profile_images/1646531544071405572/fttMc_4J_normal.jpg,
yellow,0x2120C9A63F1d1d09b73EAc514FCeA779ed1e5D39,elistonberg,Eli Stonberg,https://pbs.twimg.com/profile_images/1497246597675196453/OPwSM0CB_normal.jpg,
yellow,0x86985eAad8Ba93120716F02b67fF68FdD3BC280a,NicitaAlex,Alex Nicita,https://pbs.twimg.com/profile_images/1352423633738747904/1PX_rf29_normal.jpg,
silver,0x54a9D1A4eF95acC9189237D3ebCD01561983C608,Ronangmi,Ronan,https://pbs.twimg.com/profile_images/1745638115149332480/I8Bdq9Y3_normal.jpg,
pink,0x43B7Ea3Ebcdd8133bE85BEe435b06A3a2db6CBCC,harpethr,Harper,https://pbs.twimg.com/profile_images/1489113201702842369/zKdGjeo__normal.jpg,
gold,0x03ccc5Bf751AFDAecEdc33E1bcd5377aB7CfE58E,DegensQueen,QueenOfDegens.eth,https://pbs.twimg.com/profile_images/1730322208168308736/Qn5HNzy__normal.jpg,
red,0x7EE9033aad1d11a80F1c1e8d769FeACBC97416dB,defi_beats,DeFiBeats.eth 🦇🔊,https://pbs.twimg.com/profile_images/1745089260468813824/kFb18ACm_normal.png,
blue,0xFf14BA529d203823F4B6d4a7F23c1568333AE60b,JadenDurnford,Jaden Durnford,https://pbs.twimg.com/profile_images/1736628348036546560/2tGvmm-2_normal.jpg,
orange,0xddFA8BedE71b4c8CbB50ADA6E81E1E5180376bfc,crypto_sl33py,Sleepy,https://pbs.twimg.com/profile_images/1433945067350286338/3dvq3ulc_normal.jpg,
purple,0xC4798B79d22630CEE83B4eCb0Fd98cd5fF0fbb62,thattallguy,Jess 🌱,https://pbs.twimg.com/profile_images/1649077163633811469/bAZy6coR_normal.jpg,
pink,0xD70A54B32EC2F4fB01e296Dc23d44BD01B9f7e2d,scottiehalps,Scott Halperin,https://pbs.twimg.com/profile_images/1532416972666830855/n6oTsH5N_normal.jpg,
silver,0x46EA64F25e9bcE988328e04C69484Dd54ceBD890,magsawww,magsawww,https://pbs.twimg.com/profile_images/1602759711111118848/9vzSwq5d_normal.jpg,
orange,0x32fa013aF811a4CF97E460dF741DbA2485831537,jasoncliao,"Jliao (🦉, 🎈)",https://pbs.twimg.com/profile_images/1515371578552373251/Lxya3VfU_normal.jpg,
yellow,0x28ff8e457feF9870B9d1529FE68Fbb95C3181f64,imthatcarlos,carlosbeltran.lens,https://pbs.twimg.com/profile_images/1548077703269531648/jbSVKwrd_normal.jpg,
purple,0x353C8257C718A9f67037C08cE8c4393df285A0F2,cyberpunk,BEN.ZZZ,https://pbs.twimg.com/profile_images/1744105268634677248/rwBl_JJl_normal.jpg,
yellow,0x2488463E4c0269db94328F825F5E138d87f41d95,Schlomo,Schlomo ¯\_(ツ)_/¯,https://pbs.twimg.com/profile_images/1684859177171103744/7UZgOzpI_normal.jpg,
red,0xede5981A891F6BfFEaab13Cc6E1Ec3bbC452C97e,kislam48,kaziislam.eth,https://pbs.twimg.com/profile_images/1576924405963399168/D49uh1pZ_normal.jpg,
orange,0xF0CAd7C8b383f79A879eB6Df644e336234EBDac8,carlosecgomes,Carlos,https://pbs.twimg.com/profile_images/1655323098340622339/1R8gC91v_normal.jpg,
white,0x5b990B2173839FDcdF3D3B7485aa2B89575C79eb,DavidDevai,DegenDayvd,https://pbs.twimg.com/profile_images/1725399488955838464/s786c8Iv_normal.jpg,
white,0x89300DF3Bb9107CBfD2737de5D15Cd46655aab02,IamIanKane,Ian Kane,https://pbs.twimg.com/profile_images/1730584440584175616/gex_oF8Z_normal.jpg,
green,0xA4862213a5e9487232A04632EAf939A49863dD49,ajt,Alexander Taub (🔺👁🔺),https://pbs.twimg.com/profile_images/1536755609957240833/aZCj-QqB_normal.jpg,
red,0x338699008f8A12422Ab0d69361F7f83741D3CEca,el__ranye,el-ranye.eth,https://pbs.twimg.com/profile_images/1536879354654990337/QldRccS8_normal.jpg,
gold,0x1b1317E28AF98ca7EFBE5f13256fF19d1fbaf2f0,Cranium8458,Mbembe,https://pbs.twimg.com/profile_images/1407508578743771137/WSTn6P9H_normal.jpg,
white,0xe3abCD85AA20279297ae52552758D6C4878c5d0C,0xlxy,lixingyu.eth,https://pbs.twimg.com/profile_images/1679774922921607169/BBXzy89E_normal.png,
yellow,0x227B6008ae04718Aa821E57d04D8337799cdfdb2,henri_stern,"Henri Stern (🪄,🧻)",https://pbs.twimg.com/profile_images/1452532280967065600/Z8vxVEJk_normal.jpg,
purple,0x8ab1760889F26cBbf33A75FD2cF1696BFccDc9e6,dhadrien_,Hadrien Charlanes (dhadrien.eth),https://pbs.twimg.com/profile_images/1583496679914872832/m4bFQIMG_normal.jpg,
silver,0x1FA91E165b2B8dA6D8771130b6e923cFaA52ee37,albiverse,al ㋡,https://pbs.twimg.com/profile_images/1745780424800944128/svJiM9uU_normal.jpg,
gold,0x45db9d3457c2Cb05C4BFc7334a33ceE6e19d508F,GSkrovina,Garrett Skrovina,https://pbs.twimg.com/profile_images/1556688496651378690/MJFo94wA_normal.png,
pink,0xE098B6729Ced186c6187b35e8723ef64f4F8DE54,goldytalks,goldy,https://pbs.twimg.com/profile_images/1692591791613087744/vY_pdG9L_normal.jpg,
silver,0x13E2eD5724E9d6Df54ed1ea5B4fa81310458c1d9,jacksondahl,Jackson Dahl,https://pbs.twimg.com/profile_images/1675879815470100481/hFyqqelY_normal.jpg,
silver,0x92Ff2b9fAf90f0F40fDb907A0cDFd6B9EfC7925f,frozenturnip,frozenturnip.eth,https://pbs.twimg.com/profile_images/1480842796764258308/kUpUUzeR_normal.png,
green,0x2920A3192613d8c42f21b64873dc0Ddfcbf018D4,packyM,Packy McCormick,https://pbs.twimg.com/profile_images/1674112444535324674/k6dYglK9_normal.jpg,
white,0xBA84393AD74905aF69035BF285c9A59a667bFB4c,yellen_2k,0xyellen🪬,https://pbs.twimg.com/profile_images/1749746737961717760/3d6M4Oo3_normal.jpg,
pink,0x5e0D698B5f250CE73d2969815fF4AAe1B3f51D91,GRothstein1,Garrett,https://pbs.twimg.com/profile_images/1205488054909034506/ntq-Nc1G_normal.jpg,
